Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
03:23:30:34.086,61,0.0018722073,0.0839674994,0.0358926356,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018778078,0.0844688043,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192574095,0.0284603741,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013815585,0.0058843214,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003596803,0.0003646764,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000121,0.0373918973,0.0118792504,0.0348309986,0.0201850254,0.0396182537,0.0026881120,0.0199339427,0.0396441668,0.0052235951
03:23:30:35.086,61,0.0018574375,0.0838496983,0.0360793583,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018629070,0.0843533725,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192316957,0.0284678601,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013770765,0.0058575538,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001650372,0.0001704429,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000133,0.0380233079,0.0138719976,0.0353166647,0.0202976540,0.0395639837,0.0027089720,0.0200395212,0.0395898670,0.0052395728
03:23:30:36.085,61,0.0017600264,0.0838086903,0.0366181247,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0017651869,0.0843197554,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0194867235,0.0288541839,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013019091,0.0058231461,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000299,0.0380233079,0.0138719976,0.0353166647,0.0205987506,0.0395479202,0.0027641268,0.0203426704,0.0395738780,0.0052939425
03:23:30:37.085,61,0.0016468558,0.0834682286,0.0371196307,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0016516731,0.0839856416,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0198762771,0.0293913074,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0011970485,0.0057921847,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000603,0.0385232344,0.0146000832,0.0362656079,0.0208745487,0.0393908769,0.0028152044,0.0206264034,0.0394167751,0.0053360858
03:23:30:38.085,61,0.0015301139,0.0834672228,0.0375917256,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0015345837,0.0839911848,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0202126168,0.0298922993,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010959450,0.0057771164,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000714,0.0391681939,0.0150958002,0.0370822623,0.0211340301,0.0393933058,0.0028626218,0.0208918713,0.0394192040,0.0053846543
03:23:30:39.085,61,0.0014159363,0.0837448016,0.0381302945,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0014200697,0.0842767581,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0205725785,0.0303954240,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010219766,0.0057769017,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000793,0.0396246389,0.0156994760,0.0372655168,0.0214352030,0.0395272076,0.0029172136,0.0211932845,0.0395531058,0.0054479311
03:23:30:40.085,61,0.0013125909,0.0843277276,0.0383751988,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013164064,0.0848642588,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0208466388,0.0308263339,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0009482587,0.0057716081,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000767,0.0400581956,0.0156569332,0.0371488668,0.0215700902,0.0398029536,0.0029409875,0.0213279612,0.0398288518,0.0054896534
03:23:30:41.085,61,0.0012368539,0.0844019949,0.0388060324,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012403864,0.0849446803,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0209968574,0.0311455950,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008512064,0.0057437900,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000601,0.0402485393,0.0151071697,0.0366917290,0.0218074266,0.0398405939,0.0029843540,0.0215698220,0.0398664922,0.0055362149
03:23:30:42.084,61,0.0012259107,0.0841711238,0.0391477756,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012293173,0.0847181231,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0210765880,0.0313667059,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007775747,0.0057215374,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000506,0.0402775258,0.0145805776,0.0362067856,0.0220018476,0.0397341549,0.0030202791,0.0217631795,0.0397600234,0.0055648987
03:23:30:43.084,61,0.0012490193,0.0841900781,0.0394325294,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012524126,0.0847410336,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0210594144,0.0314681008,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007458051,0.0057199351,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000416,0.0401130766,0.0138928294,0.0357435048,0.0221631750,0.0397448242,0.0030497944,0.0219231807,0.0397706926,0.0055948091
03:23:30:44.085,61,0.0012908494,0.0845410824,0.0395757034,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012943010,0.0850946978,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0211152919,0.0316240788,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007270740,0.0057267700,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000416,0.0398844071,0.0133859366,0.0355782546,0.0222339239,0.0399108231,0.0030623239,0.0220018514,0.0399367362,0.0056196204
03:23:30:45.084,61,0.0013315359,0.0846963301,0.0396059379,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013350371,0.0852507949,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0211837292,0.0317835025,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007300711,0.0057465537,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000475,0.0396918878,0.0133086145,0.0355599523,0.0222470462,0.0399840921,0.0030645416,0.0220180377,0.0400099605,0.0056271865
03:23:30:46.084,61,0.0013119882,0.0848522708,0.0393894538,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013153568,0.0853998810,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0213322137,0.0320312344,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006771099,0.0057333750,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000508,0.0394726433,0.0134221613,0.0357004926,0.0220791195,0.0400541872,0.0030335546,0.0218954980,0.0400819778,0.0056092828
03:23:30:47.084,61,0.0012449187,0.0849521607,0.0391084813,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012480902,0.0854960829,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0214883648,0.0322948880,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006052884,0.0057137907,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000726,0.0393259190,0.0134018064,0.0359854475,0.0219200663,0.0400994569,0.0030042436,0.0217370130,0.0401272178,0.0055831005
03:23:30:48.084,61,0.0011665352,0.0849192142,0.0389482044,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0011694923,0.0854608342,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0216318909,0.0325062685,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005484016,0.0057015354,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000865,0.0391375162,0.0133767277,0.0360481404,0.0218292475,0.0400829315,0.0029876272,0.0216470733,0.0401107222,0.0055656009
03:23:30:49.084,61,0.0010845208,0.0848493651,0.0386213809,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010872629,0.0853863135,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0217502676,0.0326890945,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005008195,0.0056940760,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000927,0.0392445140,0.0134942085,0.0361049213,0.0216443334,0.0400480032,0.0029538088,0.0214636773,0.0400758237,0.0055298493
03:23:30:50.084,61,0.0010039533,0.0848719627,0.0385489017,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010064881,0.0854078755,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0217959844,0.0328027643,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004249587,0.0056721456,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000001008,0.0392050482,0.0134931505,0.0361731984,0.0215967912,0.0400581956,0.0029450541,0.0214228109,0.0400860161,0.0055230032
03:23:30:51.083,61,0.0009270824,0.0851577222,0.0384879820,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0009294215,0.0856934041,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0218175445,0.0328729078,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003230404,0.0056255944,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000883,0.0393230319,0.0136213899,0.0361605138,0.0215559993,0.0401922613,0.0029371313,0.0213870816,0.0402200818,0.0055248053
03:23:30:52.084,61,0.0008548796,0.0853301436,0.0384500511,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008570358,0.0858656392,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0217438750,0.0328521132,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002181798,0.0055649099,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000769,0.0396036208,0.0139192492,0.0360002741,0.0215305369,0.0402731299,0.0029321895,0.0213648640,0.0403009355,0.0055257636
03:23:30:53.084,61,0.0007876504,0.0854715109,0.0383203551,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007896369,0.0860054567,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0216079205,0.0327593721,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001393414,0.0055147554,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000703,0.0395161547,0.0141163766,0.0359897129,0.0214527603,0.0403388292,0.0029176809,0.0212912075,0.0403666496,0.0055163489
03:23:30:54.084,61,0.0007253612,0.0857945681,0.0383171439,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007271906,0.0863291025,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0214649886,0.0326550677,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000796259,0.0054747625,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000630,0.0397545472,0.0143439025,0.0358500034,0.0214507449,0.0404908061,0.0029167961,0.0212877281,0.0405186117,0.0055251517
03:23:30:55.083,61,0.0006678123,0.0858697295,0.0382282250,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006694968,0.0864031985,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0213751253,0.0325909629,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000148486,0.0054235845,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000699,0.0399401039,0.0148801804,0.0358062610,0.0213961527,0.0405256599,0.0029066363,0.0212373510,0.0405533910,0.0055180662
03:23:30:56.082,61,0.0006147299,0.0860119909,0.0384052210,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006162808,0.0865481347,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0212627556,0.0324994624,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0053889467,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000848,0.0401569344,0.0157469809,0.0358030088,0.0214903411,0.0405936241,0.0029237347,0.0213361196,0.0406214744,0.0055404273
03:23:30:57.082,61,0.0005658138,0.0863539577,0.0385335796,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005672416,0.0868926421,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0212799441,0.0324839503,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0053595877,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000881,0.0403723866,0.0165379494,0.0359775759,0.0215571336,0.0407553464,0.0029354959,0.0214064904,0.0407831371,0.0055634170
03:23:30:58.082,61,0.0005207615,0.0866103023,0.0384863876,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0005220760,0.0871488228,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0212985128,0.0324683972,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0053403564,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000979,0.0405527689,0.0175070167,0.0363049917,0.0215311367,0.0408756286,0.0029303106,0.0213786364,0.0409034640,0.0055657853
03:23:30:59.082,61,0.0004792812,0.0868467167,0.0386692397,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004804914,0.0873882174,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0212887488,0.0323788747,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0053155050,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000989,0.0406802371,0.0181410760,0.0365420692,0.0216348097,0.0409879535,0.0029490597,0.0214801878,0.0410158187,0.0055914666
03:23:31:00.082,61,0.0004410968,0.0816229805,0.0381877609,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004422110,0.0821475238,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0210809652,0.0321494825,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0052469508,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000864,0.0405451134,0.0186352432,0.0370505862,0.0213804115,0.0385274738,0.0029106452,0.0212364979,0.0385552049,0.0053938995
03:23:31:01.082,61,0.0004059501,0.0681185648,0.0383038484,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004069759,0.0686180294,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0205787886,0.0316540487,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0051677818,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000917,0.0404796191,0.0180265158,0.0370686352,0.0214639865,0.0321750194,0.0029472157,0.0213699155,0.0322024077,0.0050235675
03:23:31:02.081,61,0.0003736014,0.0586122684,0.0378467627,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003745459,0.0590869896,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0199765805,0.0311222747,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0050715934,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000877,0.0403287932,0.0160956681,0.0371455923,0.0212141927,0.0277000964,0.0029195969,0.0211588703,0.0277272612,0.0047102100
03:23:31:03.082,61,0.0003438293,0.0501430817,0.0374654792,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003446988,0.0505962968,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0183982756,0.0301974863,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0049592094,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000852,0.0399917141,0.0143072456,0.0371889733,0.0210047700,0.0237136632,0.0028990933,0.0209841244,0.0237405598,0.0044352501
