Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
03:23:32:12.071,61,0.0000000000,0.0000000000,0.0820298493,0.0000000000,0.0000000000,0.0517730601,0.0947202817,0.0000000000,0.0000000000,0.0000000000,0.0371881239,0.0000000000,0.0517572910,0.0941767842,0.0136869308,0.0000000000,0.0000000000,0.0098395143,0.0114197861,0.0029898277,0.0000000000,0.0000000000,0.0706022605,0.0672093630,0.1795503795,0.0000000000,0.0000000000,0.0101853153,0.0155637916,0.0131883677,0.0232302882,0.0466353521,0.0220285822,0.0258966070,0.0087651843,0.0129841333,0.0145582203,0.0260461029,0.0284118019,0.0006800380,0.0019632361,0.1309961677,0.1315635592,0.0021815817,0.0000000000,0.0000000000,0.0030040699,0.0144663919,0.0263262428,0.0143483728,0.0346344858,0.0000000000,0.0593978539,-0.0157507658,0.0361169502,0.0473994650,-0.0809400976,0.0048910202,0.0471240096,-0.0809182003,-0.0003335597
03:23:32:13.071,61,0.0000000000,0.0000000000,0.0828532502,0.0000000000,0.0000000000,0.0528252311,0.0946093202,0.0000000000,0.0000000000,0.0000000000,0.0380180478,0.0000000000,0.0528091639,0.0940497294,0.0157790557,0.0000000000,0.0000000000,0.0114395972,0.0134110609,0.0034782963,0.0000000000,0.0000000000,0.1151182577,0.0686866567,0.1849588603,0.0000000000,0.0000000000,0.0121097611,0.0191420186,0.0162510443,0.0298353527,0.0548697561,0.0251277611,0.0314813107,0.0103669697,0.0153567120,0.0169684142,0.0315585211,0.0340202525,0.0008399846,0.0023306159,0.1429360509,0.1436112523,0.0026476723,0.0000000000,0.0000000000,0.0035262620,0.0151366638,0.0302298609,0.0176789965,0.0407354161,0.0000000000,0.0608985126,-0.0160272494,0.0362031274,0.0479039624,-0.0798478425,0.0049469555,0.0475881211,-0.0798258483,-0.0002109348
03:23:32:14.072,61,0.0000000000,0.0000000000,0.0821632966,0.0000000000,0.0000000000,0.0541499294,0.0946422145,0.0000000000,0.0000000000,0.0000000000,0.0373702794,0.0000000000,0.0541308559,0.0940583721,0.0175493080,0.0000000000,0.0000000000,0.0133220199,0.0156356506,0.0040536593,0.0000000000,0.0000000000,0.1387001425,0.0695852265,0.1874838620,0.0000000000,0.0000000000,0.0139189726,0.0222169794,0.0190742426,0.0353205912,0.0612143017,0.0276675615,0.0366354510,0.0122220246,0.0175385214,0.0190310571,0.0357331969,0.0381621644,0.0010140045,0.0027246193,0.1510893703,0.1518353522,0.0031648059,0.0000000000,0.0000000000,0.0040997439,0.0158342719,0.0337138921,0.0204694830,0.0450079925,0.0000000039,0.0623023286,-0.0159397274,0.0366585292,0.0475094840,-0.0801823586,0.0049150046,0.0471962281,-0.0801603869,-0.0002638362
03:23:32:15.071,61,0.0000000000,0.0000000000,0.0821622759,0.0000000000,0.0000000000,0.0562034659,0.0950167701,0.0000000000,0.0000000000,0.0000000000,0.0373709649,0.0000000000,0.0561795868,0.0944009945,0.0201017056,0.0000000000,0.0000000000,0.0156285074,0.0182647873,0.0047329422,0.0000000000,0.0000000000,0.1523289979,0.0704263598,0.1909798831,0.0000000000,0.0000000000,0.0162167381,0.0260525029,0.0223671850,0.0413640700,0.0704853088,0.0307504945,0.0418155305,0.0143581154,0.0201025028,0.0214037057,0.0408613235,0.0435837172,0.0012144037,0.0031695142,0.1625561267,0.1633683294,0.0037375027,0.0000000000,0.0000000000,0.0047603846,0.0166567620,0.0374121182,0.0237157345,0.0502233133,0.0000000087,0.0635497496,-0.0158144087,0.0373429321,0.0475101247,-0.0803420618,0.0049113920,0.0471964739,-0.0803201050,-0.0002775989
03:23:32:16.071,61,0.0000000000,0.0000000000,0.0825540125,0.0000000000,0.0000000000,0.0586250015,0.0954262614,0.0000000000,0.0000000000,0.0000000000,0.0377276726,0.0000000000,0.0585980602,0.0947718173,0.0233898982,0.0000000000,0.0000000000,0.0180503502,0.0209268238,0.0055423086,0.0000000000,0.0000000000,0.1585870534,0.0724596828,0.1986822188,0.0000000000,0.0000000000,0.0189029649,0.0303230435,0.0257646590,0.0466869771,0.0808625445,0.0341342688,0.0465051532,0.0165768899,0.0227397885,0.0239874572,0.0465319678,0.0497265011,0.0014408708,0.0036635448,0.1722741574,0.1731062680,0.0043746503,0.0000000000,0.0000000000,0.0054678568,0.0178914145,0.0414548218,0.0269051399,0.0557413176,0.0000000133,0.0649525374,-0.0158719495,0.0379859656,0.0477266572,-0.0796624124,0.0049403142,0.0474164002,-0.0796404257,-0.0002054302
03:23:32:17.071,61,0.0000000000,0.0000000000,0.0835166126,0.0000000000,0.0000000000,0.0614460781,0.0960931852,0.0000000000,0.0000000000,0.0000000000,0.0386350825,0.0000000000,0.0614162982,0.0953915343,0.0267307553,0.0000000000,0.0000000000,0.0202810671,0.0233672000,0.0066300537,0.0000000000,0.0000000000,0.1631994247,0.0748241395,0.2062592357,0.0000000000,0.0000000000,0.0215249658,0.0345235877,0.0290541127,0.0518995561,0.0906221643,0.0372419022,0.0512838028,0.0189288184,0.0254366789,0.0266637634,0.0519827679,0.0557717346,0.0016926759,0.0042061699,0.1843374223,0.1851967722,0.0050554215,0.0000000000,0.0000000000,0.0063892356,0.0193103105,0.0454588309,0.0303064827,0.0615450889,0.0000000188,0.0658984482,-0.0160770863,0.0386854373,0.0482785814,-0.0787588507,0.0049957801,0.0479607619,-0.0787368119,-0.0000932831
03:23:32:18.070,61,0.0000000000,0.0000000000,0.0841597989,0.0000000000,0.0000000000,0.0651121065,0.0970008746,0.0000000000,0.0000000000,0.0000000000,0.0392666310,0.0000000000,0.0650775805,0.0961528942,0.0302433968,0.0000000000,0.0000000000,0.0226134155,0.0259293504,0.0082096290,0.0000000000,0.0000000000,0.1811230779,0.0768205449,0.2153705359,0.0000000000,0.0000000000,0.0242705513,0.0392966680,0.0327039622,0.0582665615,0.1014945507,0.0397978313,0.0586220138,0.0224456023,0.0286033992,0.0297800917,0.0574496463,0.0622262098,0.0019800246,0.0048316619,0.1910662353,0.1920200586,0.0057750400,0.0000000000,0.0000000000,0.0076787453,0.0210981462,0.0507591106,0.0342759974,0.0687856823,0.0000000266,0.0667310506,-0.0166752562,0.0389599577,0.0486627929,-0.0782131553,0.0050329817,0.0483247302,-0.0781910717,-0.0000228556
03:23:32:19.070,61,0.0000000000,0.0000000000,0.0852012336,0.0000000000,0.0000000000,0.0689712018,0.0981930569,0.0000000000,0.0000000000,0.0000000000,0.0402645059,0.0000000000,0.0689352602,0.0971650779,0.0348611735,0.0000000000,0.0000000000,0.0245248992,0.0278324597,0.0096945576,0.0034912720,0.0000000000,0.1861297935,0.0819042400,0.2290702909,0.0000000000,0.0000000000,0.0274191555,0.0446775071,0.0357261412,0.0628079027,0.1134865806,0.0425155126,0.0651685968,0.0261285454,0.0321565233,0.0334185064,0.0626849607,0.0686572194,0.0023006035,0.0055244914,0.1997187287,0.2006995380,0.0065155486,0.0000000000,0.0000000000,0.0095072361,0.0230836216,0.0551796407,0.0378703773,0.0752504170,0.0000000355,0.0676824674,-0.0172186568,0.0391814299,0.0492700338,-0.0775008276,0.0050889370,0.0489149131,-0.0774786994,0.0000770073
03:23:32:20.070,61,0.0000000000,0.0000000000,0.0859648585,0.0000000000,0.0000000000,0.0731247589,0.0990759507,0.0000000000,0.0000000000,0.0000000000,0.0410062857,0.0000000000,0.0730873793,0.0979316086,0.0396647975,0.0000000000,0.0000000000,0.0271313451,0.0305165090,0.0118575674,0.0089776134,0.0000000000,0.1933774799,0.0844645202,0.2372636795,0.0000000000,0.0000000000,0.0306661073,0.0505616404,0.0394203775,0.0692923144,0.1277654022,0.0454333201,0.0726700127,0.0300138108,0.0358449221,0.0371003412,0.0691343769,0.0764778256,0.0026599714,0.0064863791,0.2104780376,0.2116463184,0.0075509618,0.0000000000,0.0000000000,0.0116893072,0.0253469199,0.0612766854,0.0417830497,0.0825077221,0.0000000418,0.0687594339,-0.0180604085,0.0392742008,0.0497205555,-0.0764562115,0.0051439675,0.0493446104,-0.0764340460,0.0001967750
03:23:32:21.069,61,0.0000000000,0.0000000000,0.0868278593,0.0000000000,0.0000000000,0.0764054358,0.0996883139,0.0000000000,0.0000000000,0.0000000000,0.0418448932,0.0000000000,0.0763659254,0.0984467342,0.0424941406,0.0000000000,0.0000000000,0.0285304636,0.0319378302,0.0133911213,0.0118903229,0.0000000000,0.1984207630,0.0880417675,0.2449047118,0.0000000000,0.0000000000,0.0330190770,0.0545870513,0.0415446386,0.0727004632,0.1335216612,0.0471762642,0.0767427906,0.0325411931,0.0382208489,0.0394292884,0.0727199391,0.0806180164,0.0030206442,0.0073502883,0.2207996398,0.2219960690,0.0084840544,0.0000000000,0.0000000000,0.0133245904,0.0269654635,0.0648510456,0.0444043241,0.0867641270,0.0000000487,0.0698999614,-0.0186667368,0.0394369699,0.0502297916,-0.0752816722,0.0052071521,0.0498300977,-0.0752594396,0.0003326796
03:23:32:22.070,61,0.0000000000,0.0000000000,0.0878171623,0.0000000000,0.0000000000,0.0795586556,0.1000412628,0.0000000000,0.0000000000,0.0000000000,0.0427774191,0.0000000000,0.0795109347,0.0987025648,0.0452936403,0.0000000000,0.0000000000,0.0301141180,0.0336185955,0.0151461829,0.0152147636,0.0000000000,0.2297313809,0.0914074779,0.2520144582,0.0000000000,0.0000000000,0.0352401286,0.0590012223,0.0439293459,0.0776082128,0.1403184384,0.0489805788,0.0813414529,0.0350180529,0.0403656363,0.0414165482,0.0772388652,0.0854952037,0.0034023377,0.0084190303,0.2309576571,0.2321922779,0.0094290450,0.0000000000,0.0000000000,0.0148610668,0.0286361594,0.0694992915,0.0477000810,0.0921554491,0.0000000467,0.0710679293,-0.0191986039,0.0397236682,0.0507956669,-0.0738293454,0.0052826316,0.0503857769,-0.0738070458,0.0004993184
03:23:32:23.069,61,0.0000000000,0.0000000000,0.0887297913,0.0000000000,0.0000000000,0.0826399773,0.1002651677,0.0000000000,0.0000000000,0.0000000000,0.0436333679,0.0000000000,0.0825786740,0.0988190472,0.0476202220,0.0000000000,0.0000000000,0.0317832902,0.0352203064,0.0171851460,0.0214614496,0.0000000000,0.2515303791,0.0950237960,0.2585589588,0.0000000000,0.0000000000,0.0377485715,0.0641697943,0.0461537130,0.0827324465,0.1479222924,0.0504463762,0.0896130651,0.0387948528,0.0431588516,0.0438676514,0.0807618648,0.0894850492,0.0038009514,0.0096049681,0.2351021469,0.2363684028,0.0103290658,0.0000000000,0.0000000000,0.0168741047,0.0306034852,0.0754255876,0.0504777394,0.0963500887,0.0000000534,0.0722409263,-0.0195009336,0.0401811861,0.0513150766,-0.0725833476,0.0053510466,0.0508986749,-0.0725609809,0.0006460696
03:23:32:24.069,61,0.0000000000,0.0000000000,0.0904930830,0.0000000000,0.0000000000,0.0853178874,0.1001628712,0.0000000000,0.0000000000,0.0000000000,0.0452920981,0.0000000000,0.0852461308,0.0986151099,0.0501092412,0.0000000000,0.0000000000,0.0333783999,0.0362751484,0.0189736132,0.0259880070,0.0000000000,0.2595165968,0.1077627540,0.2751540840,0.0000000000,0.0000000000,0.0420912206,0.0729118139,0.0482811406,0.0869090408,0.1580275297,0.0517106913,0.0988383070,0.0437758416,0.0470454134,0.0475290492,0.0839918032,0.0932615697,0.0042411215,0.0111596184,0.2438036650,0.2449855506,0.0112379277,0.0000000000,0.0000000000,0.0203632396,0.0331829749,0.0813435540,0.0535009988,0.1017137170,0.0000000539,0.0735211074,-0.0193833485,0.0410501361,0.0523214526,-0.0702575892,0.0054848650,0.0518895574,-0.0702351332,0.0009258362
03:23:32:25.069,61,0.0000000000,0.0000000000,0.0915793255,0.0000000000,0.0000000000,0.0879505724,0.0999454111,0.0000000000,0.0000000000,0.0000000000,0.0463302769,0.0000000000,0.0878751054,0.0983086228,0.0514647700,0.0000000000,0.0000000000,0.0344107039,0.0370389372,0.0201033466,0.0281673390,0.0000000000,0.2600200474,0.1187022552,0.2895973623,0.0000000000,0.0000000000,0.0454072766,0.0781415105,0.0498489812,0.0891534612,0.1628697813,0.0525380075,0.1046060324,0.0477504209,0.0497585796,0.0502066500,0.0856244043,0.0951147228,0.0046962923,0.0126508093,0.2534526289,0.2545200884,0.0120636960,0.0000000000,0.0000000000,0.0232852045,0.0358384922,0.0862447172,0.0556443930,0.1060137302,0.0000000580,0.0751899332,-0.0188445300,0.0422793888,0.0529516712,-0.0690911412,0.0055628428,0.0525013097,-0.0690685958,0.0010761861
03:23:32:26.069,61,0.0000000000,0.0000000000,0.0862232447,0.0000000000,0.0000000000,0.0890784040,0.0970934033,0.0000000000,0.0000000000,0.0000000000,0.0412444361,0.0000000000,0.0889998972,0.0949644297,0.0526115783,0.0000000000,0.0000000000,0.0352554917,0.0376824401,0.0210035071,0.0296868328,0.0000000000,0.2611905336,0.1287229657,0.3017242253,0.0000000000,0.0000000000,0.0474900305,0.0815866292,0.0509004667,0.0905979425,0.1666768044,0.0532401949,0.1092330664,0.0511664487,0.0514705367,0.0518353358,0.0867201835,0.0964028463,0.0051586488,0.0141110178,0.2555064559,0.2565350235,0.0127629582,0.0000000000,0.0000000000,0.0247467477,0.0382526182,0.0910463333,0.0569451451,0.1086093038,0.0000000672,0.0771947652,-0.0186109841,0.0438737124,0.0498379916,-0.0612588450,0.0055352487,0.0493950583,-0.0612359568,0.0015466395
03:23:32:27.069,61,0.0000000000,0.0000000000,0.0518691055,0.0000000000,0.0000000000,0.0895422846,0.0909307972,0.0000000000,0.0000000000,0.0000000000,0.0088976016,0.0000000000,0.0894613564,0.0881413594,0.0537202284,0.0000000000,0.0000000000,0.0358987600,0.0380520634,0.0217015464,0.0316672102,0.0000000000,0.2617017627,0.1415259391,0.3169126213,0.0000000000,0.0000000000,0.0510031693,0.0881589279,0.0516491458,0.0915540084,0.1710281521,0.0538945943,0.1165446788,0.0563951880,0.0540873595,0.0542087518,0.0872568488,0.0972174108,0.0056222971,0.0154862097,0.2365731746,0.2374805510,0.0133010810,0.0000000000,0.0000000000,0.0260360222,0.0404466949,0.0952369943,0.0578098297,0.1101254672,0.0000000535,0.0789735913,-0.0180917457,0.0457520448,0.0301377699,-0.0524672717,0.0040014503,0.0297689401,-0.0524439439,0.0005836533
03:23:32:28.069,61,0.0000000000,0.0000000000,0.0379631147,0.0000000000,0.0000000000,0.0895919725,0.0871260241,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0895097107,0.0839404389,0.0545440875,0.0000000000,0.0000000000,0.0363701954,0.0382472426,0.0222579818,0.0330077931,0.0000000000,0.2623886466,0.1496816278,0.3305261135,0.0000000000,0.0000000000,0.0533055216,0.0925038308,0.0522093587,0.0922611356,0.1741405576,0.0543649048,0.1220235229,0.0608219057,0.0559346825,0.0559123084,0.0875133574,0.0977949202,0.0060916808,0.0170431994,0.2292453200,0.2301877886,0.0137430485,0.0000000000,0.0000000000,0.0272642598,0.0422322415,0.0997096375,0.0585741624,0.1123676449,0.0000000689,0.0809885263,-0.0167366639,0.0471035317,0.0222174861,-0.0479495302,0.0032838953,0.0218261853,-0.0479259491,0.0001536519
03:23:32:29.069,61,0.0000000000,0.0000000000,0.0421068333,0.0000000000,0.0000000000,0.0895565972,0.0852314755,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0894719809,0.0818462893,0.0550687052,0.0000000000,0.0000000000,0.0366719253,0.0382666588,0.0227387603,0.0342156999,0.0000000000,0.2880993783,0.1539435685,0.3384779990,0.0000000000,0.0000000000,0.0546415076,0.0949436724,0.0525488183,0.0928063020,0.1759039611,0.0545842089,0.1266486198,0.0645812824,0.0571366586,0.0570305809,0.0875237137,0.0981195793,0.0065456093,0.0184096508,0.2261042148,0.2270624489,0.0141132120,0.0000000000,0.0000000000,0.0285941344,0.0434375480,0.1038527191,0.0593334623,0.1151962578,0.0000000709,0.0830858797,-0.0154209584,0.0482021794,0.0245959908,-0.0463967547,0.0035065874,0.0241753347,-0.0463730916,0.0004719528
03:23:32:30.069,61,0.0000000000,0.0000000000,0.0419501625,0.0000000000,0.0000000000,0.0895760208,0.0840459839,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0894897059,0.0805259794,0.0554025099,0.0000000000,0.0000000000,0.0368294641,0.0381035395,0.0231092907,0.0352314636,0.0000000000,0.2949742079,0.1607330739,0.3508966267,0.0000000000,0.0000000000,0.0559928380,0.0980241597,0.0528133921,0.0932778120,0.1772226393,0.0545691289,0.1341109276,0.0700969920,0.0587770455,0.0585215800,0.0873148367,0.0982515439,0.0070154946,0.0200084113,0.2246583104,0.2256385535,0.0144476891,0.0000000000,0.0000000000,0.0305801481,0.0451324619,0.1091598943,0.0604284331,0.1197986156,0.0000000584,0.0853255019,-0.0138998404,0.0491295122,0.0245807003,-0.0456110090,0.0035050169,0.0240814574,-0.0455872864,0.0005129082
03:23:32:31.068,61,0.0000000000,0.0000000000,0.0419531092,0.0000000000,0.0000000000,0.0897165909,0.0834918693,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0896272212,0.0798304826,0.0555425808,0.0000000000,0.0000000000,0.0368240625,0.0378094129,0.0234125294,0.0368592702,0.0000000000,0.3146915734,0.1637375951,0.3601930737,0.0000000000,0.0000000000,0.0569083989,0.1000893861,0.0529942885,0.0937952548,0.1782432050,0.0543412901,0.1398032010,0.0749454871,0.0599065945,0.0595090166,0.0868904144,0.0982585847,0.0074649453,0.0215423442,0.2238104194,0.2248359770,0.0147101404,0.0000000000,0.0000000000,0.0322868600,0.0465610474,0.1154659390,0.0614698380,0.1238801703,0.0000000571,0.0880511776,-0.0126856491,0.0495812334,0.0246255342,-0.0445309579,0.0035092167,0.0240765847,-0.0445071459,0.0005810079
03:23:32:32.068,61,0.0000000000,0.0000000000,0.0436629094,0.0000000000,0.0000000000,0.0901173279,0.0834570602,0.0000000000,0.0000000000,0.0000000000,0.0015501763,0.0000000000,0.0900242105,0.0796547160,0.0555367023,0.0000000000,0.0000000000,0.0367033631,0.0373944379,0.0236552898,0.0385961793,0.0000000000,0.3257244527,0.1678922027,0.3723126948,0.0000000000,0.0000000000,0.0577116571,0.1024361849,0.0531276017,0.0943361893,0.1793692261,0.0538963974,0.1474132538,0.0811796114,0.0611376688,0.0605418049,0.0862937421,0.0981408358,0.0079248762,0.0233646091,0.2237846106,0.2248659730,0.0149149941,0.0000000000,0.0000000000,0.0345535576,0.0484990217,0.1231207699,0.0631826222,0.1291603446,0.0000000374,0.0909681320,-0.0123306662,0.0504220575,0.0256664976,-0.0443272218,0.0036105516,0.0250481330,-0.0443033576,0.0006883065
03:23:32:33.068,61,0.0000000000,0.0000000000,0.0402940437,0.0000000000,0.0000000000,0.0907182693,0.0836991668,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0906185061,0.0796955898,0.0551852062,0.0000000000,0.0000000000,0.0364037044,0.0368466601,0.0238740444,0.0420542359,0.0000000000,0.3841892779,0.1696396768,0.3800362349,0.0000000000,0.0000000000,0.0582955852,0.1039259955,0.0531060025,0.0949339867,0.1801777035,0.0527141206,0.1571350098,0.0888713002,0.0621999763,0.0613786764,0.0846181363,0.0978467315,0.0083931070,0.0257176068,0.2244240940,0.2259028852,0.0151123907,0.0000000000,0.0000000000,0.0366392471,0.0501471646,0.1329203099,0.0657370239,0.1357684582,0.0000000299,0.0934153497,-0.0124788433,0.0511653088,0.0238178931,-0.0430715755,0.0034294105,0.0231238119,-0.0430475920,0.0005799332
03:23:32:34.068,61,0.0000000000,0.0000000000,0.0401473641,0.0000000000,0.0000000000,0.0916998312,0.0850157589,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0915862396,0.0804280043,0.0546337925,0.0000000000,0.0000000000,0.0359740667,0.0362106003,0.0240477566,0.0438953340,0.0000000000,0.3992252052,0.1717854887,0.3918191195,0.0000000000,0.0000000000,0.0588001721,0.1051634997,0.0531142093,0.0956323147,0.1807286292,0.0505960248,0.1636729836,0.0945653170,0.0630856454,0.0621616505,0.0831335634,0.0975493193,0.0088729803,0.0281710364,0.2286704034,0.2309803069,0.0153390765,0.0000000000,0.0000000000,0.0384616889,0.0521098524,0.1410578340,0.0686671436,0.1427976638,0.0000000602,0.0962825343,-0.0129413977,0.0522571318,0.0237891637,-0.0425341055,0.0034260694,0.0230370946,-0.0425100625,0.0006049736
03:23:32:35.068,61,0.0000000000,0.0000000000,0.0373016708,0.0000000000,0.0000000000,0.0934418663,0.0859391242,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0933137462,0.0810707435,0.0540616289,0.0000000000,0.0000000000,0.0354577191,0.0354179218,0.0241606273,0.0452156588,0.0000000000,0.3939437270,0.1762236357,0.4009364247,0.0000000000,0.0000000000,0.0593815222,0.1076485962,0.0530860238,0.0962398201,0.1811998785,0.0487726815,0.1702356786,0.1001994684,0.0645051450,0.0633176640,0.0814794451,0.0971786231,0.0093528414,0.0301281344,0.2326452434,0.2353307605,0.0155732315,0.0000000000,0.0000000000,0.0408972949,0.0541411564,0.1461075991,0.0705819502,0.1468209922,0.0000000942,0.0985320061,-0.0136157796,0.0531600676,0.0221570991,-0.0433197916,0.0032662428,0.0214229934,-0.0432957858,0.0003974689
03:23:32:36.068,61,0.0000000000,0.0000000000,0.0365966521,0.0000000000,0.0000000000,0.0959542990,0.0867166743,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0957983658,0.0815652013,0.0530419536,0.0000000000,0.0000000000,0.0348285586,0.0344039090,0.0242586602,0.0466470346,0.0000000000,0.3964659274,0.1783695370,0.4090444744,0.0000000000,0.0000000000,0.0598427542,0.1092010587,0.0529777966,0.0969172195,0.1814622432,0.0462515876,0.1784792393,0.1067435518,0.0654551163,0.0641609430,0.0793335140,0.0967322811,0.0098343799,0.0322604515,0.2367983460,0.2400263548,0.0158362743,0.0000000000,0.0000000000,0.0422047824,0.0560604855,0.1530375630,0.0727088228,0.1511142105,0.0000001235,0.1001911610,-0.0149719119,0.0537680238,0.0217436627,-0.0439692065,0.0032275214,0.0210257173,-0.0439452156,0.0003192322
03:23:32:37.067,61,0.0000000000,0.0000000000,0.0291733947,0.0000000000,0.0000000000,0.0995534137,0.0873378366,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0993453115,0.0818495303,0.0517614670,0.0000000000,0.0000000000,0.0340780281,0.0328880548,0.0243496336,0.0505224951,0.0000000000,0.4246024787,0.1794667691,0.4135762155,0.0000000000,0.0000000000,0.0602868311,0.1115000173,0.0527435057,0.0976169407,0.1818172932,0.0440687910,0.1924057901,0.1170491278,0.0674199164,0.0657572970,0.0761017799,0.0960898548,0.0103099886,0.0343992263,0.2387114167,0.2423043102,0.0160736497,0.0000000000,0.0000000000,0.0440454707,0.0577438809,0.1608198434,0.0744428560,0.1542758644,0.0000001524,0.1022112593,-0.0166602805,0.0545293801,0.0176124591,-0.0453701839,0.0028338493,0.0168099999,-0.0453462228,-0.0001705652
03:23:32:38.067,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1051954180,0.0875764787,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1049253345,0.0817145333,0.0507888161,0.0000000000,0.0000000000,0.0330344364,0.0311154500,0.0243699178,0.0530679226,0.0000000000,0.4332562685,0.1804714799,0.4237502515,0.0000000000,0.0000000000,0.0607442781,0.1144003794,0.0524457172,0.0982906222,0.1822015941,0.0421056747,0.2016933560,0.1255954802,0.0693907216,0.0674619004,0.0731952190,0.0953903571,0.0107823191,0.0366816632,0.2400033921,0.2438004762,0.0162847470,0.0000000000,0.0000000000,0.0453795716,0.0597003028,0.1695248932,0.0759408548,0.1575779915,0.0000001720,0.1038477570,-0.0184006095,0.0549427979,0.0008794852,-0.0498756543,0.0013308174,-0.0000375323,-0.0498518050,-0.0019670469
03:23:32:39.067,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1102939695,0.0882108733,0.0000000000,0.0000000000,0.0120024048,0.0000000000,0.0000000000,0.1100060046,0.0819735676,0.0500485301,0.0000000000,0.0000000000,0.0320958905,0.0294393729,0.0242874157,0.0545169264,0.0000000000,0.4360867739,0.1916611493,0.4444891512,0.0000000000,0.0000000000,0.0613230690,0.1186754704,0.0521529540,0.0989265367,0.1829843521,0.0404944383,0.2093201429,0.1332778782,0.0716823786,0.0700183809,0.0710092559,0.0947322026,0.0112624019,0.0390803628,0.2414254099,0.2455593646,0.0164642669,0.0000000000,0.0000000000,0.0471380912,0.0620218702,0.1757862866,0.0772329941,0.1612526476,0.0000001912,0.1053241491,-0.0200381353,0.0555557683,-0.0071527064,-0.0517164320,0.0006531591,-0.0081424862,-0.0516925976,-0.0027670211
03:23:32:40.067,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1134738624,0.0891590193,0.0000000000,0.0000000000,0.0198963601,0.0000000000,0.0000000000,0.1131849736,0.0824295431,0.0494007505,0.0000000000,0.0000000000,0.0311450902,0.0280271862,0.0241388492,0.0555009209,0.0000000000,0.4331369102,0.2012187541,0.4565304816,0.0000000000,0.0000000000,0.0619238578,0.1216466278,0.0518389419,0.0994652659,0.1837298125,0.0390290804,0.2144385278,0.1385082155,0.0731868967,0.0718836933,0.0694059432,0.0941098332,0.0117430193,0.0412639603,0.2428147197,0.2472880781,0.0166284218,0.0000000000,0.0000000000,0.0483898856,0.0640474409,0.1801694632,0.0785134658,0.1650828570,0.0000002254,0.1066066921,-0.0214807689,0.0559684858,-0.0117578097,-0.0513028055,0.0002241388,-0.0127474330,-0.0512789488,-0.0031698081
03:23:32:41.067,61,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1158958077,0.0896823779,0.0000000000,0.0000000000,0.0243076663,0.0000000000,0.0000000000,0.1156056002,0.0825338662,0.0488114618,0.0000000000,0.0037045556,0.0302098282,0.0267857164,0.0239595678,0.0563171469,0.0000000000,0.4324755967,0.2082033455,0.4658280015,0.0000000000,0.0000000000,0.0625359118,0.1243441552,0.0514960773,0.0999748409,0.1852164716,0.0376458205,0.2203051448,0.1442051232,0.0746101886,0.0736629218,0.0679269433,0.0934935436,0.0122257061,0.0434501581,0.2447460443,0.2495875955,0.0167881548,0.0000000000,0.0000000000,0.0496502183,0.0659256503,0.1847300380,0.0799611211,0.1686201543,0.0000002572,0.1069041416,-0.0231348425,0.0561983809,-0.0143286213,-0.0503733978,-0.0000444986,-0.0153231882,-0.0503494814,-0.0033802369
